,Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,release_year,release_decade
65,15,False,/c6Xk5N3SJ69LROevKJpefase4Xw.jpg,[878],31280,en,Fire Maidens of Outer Space,An astronaut (Anthony Dexter) and crew land on Jupiter's 13th moon and find a monster and women from Atlantis.,1.02208,/cITwrutRePXugZ2lv9kWkiTpMmp.jpg,1956-07-01,Fire Maidens of Outer Space,False,2.2,7,1956,1950
66,16,False,/6oeaYZ4r98oj6LzDgJDMp5GnQEQ.jpg,"[878, 16, 10751, 35]",188805,en,Rocket-bye Baby,"A cosmic mix-up results in a Martian baby being delivered to Earth, while an Earth baby is sent to Mars. Joseph Wilbur and his wife try to raise the green-skinned, ingenious Martian tyke as if he were an Earthling. But the kid builds his own spaceship and flies away, and Wilbur must find him and bring him back, or he'll never be able to make an exchange with the Martian parents for his own boy.",1.019488,/zrGco7dXzs1uAXZQTJyjowZmug0.jpg,1956-08-04,Rocket-bye Baby,False,7.5,2,1956,1950
67,17,False,/3X2Z4jwSAQnYz6NzNSXQd0CCztB.jpg,[878],74319,en,Menace from Outer Space,"A two-part episode of Rocky Jones, Space Ranger.",1.018333,/5NqyCcCC65LH7ZEPwOP9L2n0RA7.jpg,1956-01-01,Menace from Outer Space,False,3.3,3,1956,1950
68,18,False,/5ivFCvXWKpwz5Y4EP4D5wbXg6EB.jpg,[878],70872,fr,Uchûjin Tôkyô ni arawaru,"The citizens of Tokyo panic when they see UFOs in the sky. The aliens are benign, however, and have come to warn of a meteor on a collision course with Earth. As the meteor approaches, the Earth's atmosphere begins to heat up, and mankind must race to construct a weapon to destroy it.",1.016977,/9BHCWqiDh3nOIFpGlugJWvnu6dc.jpg,1956-01-29,Warning from Space,False,4.6,5,1956,1950
69,19,False,/aboU4b4IaNw7deHkNS7FUatX5S7.jpg,"[27, 878, 37]",108181,en,The Beast of Hollow Mountain,An American cowboy living in Mexico discovers his cattle is being eaten by a giant prehistoric dinosaur.,1.011277,/zTKZdsxD3xOG5ylEqjXFdPvdd1G.jpg,1956-08-01,The Beast of Hollow Mountain,False,5.2,5,1956,1950
70,0,False,/l3NCXC6fxf0p6Ygg3b253C8QBZM.jpg,"[27, 878]",44545,en,The Werewolf,Two scientists inject an unsuspecting auto accident victim with a mysterious serum causing horrible results.,1.00206,/7yUwXXnnoJZYuhiUs7GpcgVpOc4.jpg,1956-07-01,The Werewolf,False,6.3,6,1956,1950
71,1,False,/mYWNd757rphVeS0QCW7C4HCA1Pv.jpg,[878],112958,en,Beyond the Moon,This outer space adventure marked the debut of Rocky Jones and his Space Rangers. Two of Rocky's allies are captured by aliens and brain washed.,1.001276,/bwibm8fnGDUeabKWuPv1RJXGdgS.jpg,1956-01-01,Beyond the Moon,False,0.0,0,1956,1950
72,2,False,,"[9648, 10751, 878]",134264,fr,Supersonic Saucer,"A group of schoolchildren come upon an alien from Venus, and help him against a gang of criminals who are trying to kidnap him. The recipe for a successful Children's Film Foundation production: take a peaceful rural setting and fill with an equal mix of boys and girls (two of each will suffice).  Add a bunch of crooks, a gentle moral, and a chase. For added flavour, director Tom Wells (son of H.G. Wells) spices up an old formula with a sprinkling of science-fiction in the form of a friendly alien creature. Enjoy!",1.001206,/j1GraePaR7cxn2h7BYrmToV67hv.jpg,1956-03-01,Supersonic Saucer,False,6.3,2,1956,1950
73,3,False,,[878],264647,ru,Тайна вечной ночи,"At the bottom of the Pacific Ocean, an explosion occurred, as a result the underwater vegetation started to grow rapidly in size and a part of the coast was flooded by a tsunami.",1.000683,/rZEaNVupPpCaYtXh8EKjiqWIFlp.jpg,1956-04-13,The Mystery of the Eternal Night,False,5.0,2,1956,1950
74,4,False,,"[12, 878]",116209,en,Jungle Hell,"A tribe in the Indian jungle is threatened by flying saucers, mysterious rays and radioactive rocks.",1.000318,/5RuSvb4iEX2z1ShRZvvCuGC78lT.jpg,1956-10-17,Jungle Hell,False,0.0,0,1956,1950
75,5,False,,"[878, 16, 35]",345038,hr,Nestašni robot,"A scientist builds a robot, and sets it to cleaning up his lab while he sleeps. The robot rebels, and creates two small robots; they create various forms of mischief while he sleeps, including trapping him and the inventor for a while.",1.000248,/lPAt9bEkYQFVVRaYfj7NDZO3nG2.jpg,1956-06-16,The Playful Robot,False,4.0,1,1956,1950
76,6,False,,"[878, 10402]",342013,en,Design for Dreaming,"Over the top 1950s “Populuxe” advertisement for General Motors, set at their 1956 Motors Motorama. A woman falls asleep and dreams of a glorious future of perfect products, including a variety of shiny futuristic dream cars and Frigidaire’s fully automated “Kitchen of the Future.” The star of the story is played by dancer and choreographer Tad Tadlock.",1.000212,/AgoA7srkLTthG3IF3zMKQmKeUQ4.jpg,1956-03-31,Design for Dreaming,False,0.0,0,1956,1950
77,7,False,,"[878, 12, 10751]",154371,en,Manhunt in Space,"Rocky Jones, Space Ranger fights space pirates over an invisible spaceship.",1.000168,/khQFNMkJM5Q0Mj6YGaV3eKc9HLo.jpg,1956-01-01,Manhunt in Space,False,1.0,1,1956,1950
78,0,False,/i3K0gYveNl4ZIbvojIUa5GZeZss.jpg,[878],15096,en,20 Million Miles to Earth,"When the first manned flight to Venus returns to Earth, the rocket crash-lands in the Mediterranean near a small Italian fishing village. The locals manage to save one of the astronauts Colonel Calder, the mission commander. A young boy also recovers what turns out to be a specimen of an alien creature. Growing at a fantastic rate, it manages to escape and eventually threatens the city of Rome.",1.454575,/f0yaEZ1TjyZUTxo3DlSXsoh8xCp.jpg,1957-02-08,20 Million Miles to Earth,False,6.0,22,1957,1950
79,1,False,/A0JUHtVPgDYOMYTPBSrJpJYaYro.jpg,"[27, 878]",26278,en,Quatermass II,"Quatermass is the director of an important scientific base, where he builds nuclear rockets for the colonization of the Moon. A strange fall of meteorites in a nearby village leads to the discovery of a huge base under a strict military control, officially a factory of artificial food. Quatermass reveals that the factory is actually breeding alien creatures.",1.387693,/nRvZWgwwgZfzouJeMCUQ9P9mmZm.jpg,1957-05-24,Quatermass II,False,6.2,29,1957,1950
80,2,False,/soaKwwBWXq0gSoEscKP0cwuPBSo.jpg,"[18, 878, 53]",31682,en,The Incredible Shrinking Man,When exposure to a combination of radiation and insecticide causes Scott Carey to begin to shrink medical science is powerless to help him.,1.253508,/pBBgIy2ncPgX5lRtYsWm0BmMFjg.jpg,1957-02-22,The Incredible Shrinking Man,False,7.2,72,1957,1950
81,3,False,/kB40zqdSF6R4ybg8CgwKTuNFb9X.jpg,"[27, 878]",53949,en,The Monster that Challenged the World,Giants Mollusks are released from the earth by an earthquake and start killing people.,1.250042,/poW6l9DSkoHJ68Ak8jkgrb1eVgj.jpg,1957-06-01,The Monster that Challenged the World,False,5.6,17,1957,1950
82,4,False,/jBidAzvvwYWQMm5dxZwA49vErns.jpg,"[27, 878]",3079,en,The Curse of Frankenstein,Baron Victor Frankenstein has discovered life's secret and unleashed a blood-curdling chain of events resulting from his creation: a cursed creature with a horrid face — and a tendency to kill.,1.244364,/f4dwXdeZFHzLKMNgKGe46RWsMmM.jpg,1957-05-02,The Curse of Frankenstein,False,6.7,51,1957,1950
83,5,False,/nzH7pkjFOKFyyAxRBMPMZNT93OF.jpg,"[27, 878]",52196,en,The Monolith Monsters,Rocks from a meteor which grow when in contact with water threaten a sleepy Southwestern desert community.,1.192031,/vO5qklgHrg09cYmgDUoYhgxzyR2.jpg,1957-12-01,The Monolith Monsters,False,6.5,12,1957,1950
84,6,False,,"[27, 80, 878, 10769]",239201,en,Tômei ningen to hae otoko,A series of ghastly murders is being committed. The one similarity in each of the murders is that a weird buzzing sound is always heard right before the murder occurs.  Is the killer invisible or possibly some other incredible creature?,1.188619,/dr362mTTj1IdVNR5hJ7FBJjgHvH.jpg,1957-08-25,The Invisible Man vs. The Human Fly,False,6.0,1,1957,1950
85,7,False,/e0r6UdNAqywZtbQygOwZcOj8SMW.jpg,"[12, 878]",35663,en,The Incredible Petrified World,When the cable breaks on their diving bell four people find themselves trapped in a hidden underwater world.,1.164951,/uJhnIZJaaYPR0R4Y6Xk0AWCDF3m.jpg,1957-01-01,The Incredible Petrified World,False,3.2,7,1957,1950
86,8,False,/3xijR8T79vUuQU5Vkka4uDKYltM.jpg,"[53, 27, 10749, 878]",43715,en,The Deadly Mantis,"The calving of an Arctic iceberg releases a giant praying mantis, trapped in suspended animation since prehistoric times. It first attacks military outposts to eat their occupants, then makes its way to the warmer latitudes of Washington and New York. A paleontologist works together with military units to try to kill it. (copied from IMDB)",1.1643,/k7iUnaelPU5kwEEVZV7xW7fvFIS.jpg,1957-05-01,The Deadly Mantis,False,5.5,13,1957,1950
87,9,False,/o1S7rJCDNNnmmDInMCLe9zcVx3.jpg,"[27, 878]",26946,en,Attack of the Crab Monsters,"A group of scientists travel to a remote island to study the effects of nuclear weapons tests, only to get stranded when their airplane explodes. The team soon discovers that the island has been taken over by crabs that have mutated into enormous, intelligent monsters. To add to their problems, the island is slowly sinking into the ocean. Will any of them manage to escape?",1.138976,/3RXrOrinRqZHkNarcn6xjkztH24.jpg,1957-02-10,Attack of the Crab Monsters,False,4.8,15,1957,1950
88,10,False,/wqcRHuXVH0Mx51neWCFwNaEVdmh.jpg,"[27, 878]",44591,en,The Black Scorpion,Giant scorpions wreck havoc after being released due to volcanic activity,1.137,/dLqaQkI0EH4b8ZyQLbWlTUHjaUJ.jpg,1957-10-11,The Black Scorpion,False,5.1,9,1957,1950
89,11,False,/dulqU7parpWjIAUsCv62iFHVbGg.jpg,"[27, 878]",36089,en,The Giant Claw,Global panic ensues when it is revealed that a mysterious UFO is actually a giant turkey-like bird that flies at supersonic speed and has no regard for life or architecture.,1.096062,/kAEw5lwAiEfCLcptERzExp3YWEe.jpg,1957-06-01,The Giant Claw,False,4.4,15,1957,1950
90,12,False,/5AApg8cJEIoavuIkqGzC517prZY.jpg,"[27, 878]",27623,en,Not of This Earth,"An alien agent from the distant planet Davana is sent to earth via a high-tech matter transporter. There he terrorizes Southern California in an attempt to acquire blood for his dying race, the result of a devastating nuclear war.",1.074909,/hHLkQjnKica7EHxW3mGozkBW296.jpg,1957-02-10,Not of This Earth,False,5.8,11,1957,1950
91,13,False,/8HkfGoajoQbS8uq7504OhzYl8Ly.jpg,"[878, 27]",38261,en,Voodoo Woman,"Deep in the jungles a mad scientist is using the natives' voodoo for his experiments to create an indestructible being to serve his will. When a party of gold seekers stumbles upon his village, the scientist realizes that Marilyn the expedition's evil leader is the perfect subject for his work.",1.043301,/sdDENtpyszCO8OZJPkZQXKVo9oc.jpg,1957-04-11,Voodoo Woman,False,4.3,5,1957,1950
92,14,False,/kAWVRgzxNLpsv5XE5qxUU3Fc4jf.jpg,[878],43226,ja,地球防衛軍,"Scientifically advanced wanderers from the destroyed planet Mysteroid request a patch of land on Earth and the right to marry earthling women. After a demonstration of their destructive abilities from the help of their giant robot Moguera, mankind must decide whether to capitulate or to resist.",1.030666,/oKi5yPjOMwrKRiaLxuHOpnAApgq.jpg,1957-12-28,The Mysterians,False,6.1,7,1957,1950
93,15,False,/ypyeE22CwjGh8haBn1mUW0Bx4wb.jpg,"[27, 878, 35]",52199,en,Invasion of the Saucer-Men,"A teenage couple making out in the woods accidentally runs over an alien creature with their car. The creature's hand falls off, but it comes alive, and, with an eye growing out of it, begins to stalk the teens. Meanwhile, Joe the town drunk wants to store the body in his refrigerator, but some of the alien's buddies inject alcohol into his system, and Joe dies of an overdose.",1.028616,/dgNviYY0pbDtE0P8HCf8w7ZTi5N.jpg,1957-06-01,Invasion of the Saucer-Men,False,5.3,7,1957,1950
94,16,False,/jZOLRiMQjGIBolrxeEUPO9M2G7r.jpg,"[27, 878]",29238,en,The Man Who Turned to Stone,"A group of 18th-century scientists, led by Dr. Murdock, have remained young after all these centuries by using electricity to suck the life out of young women. If one of the scientists misses a treatment, his skin hardens to the toughness of stone. A female prisoner discovers why so many of her fellow inmates are disappearing, and attempts to stop them with the aid of a prison psychiatrist.",1.024152,/8tKElw216THh0w8QYyQOw3TSl7I.jpg,1957-03-01,The Man Who Turned to Stone,False,5.0,1,1957,1950
95,17,False,/qIwzNzlgjcNDb2t2zClwvU5QT29.jpg,[878],43230,en,Kronos,"Scientists investigate what appears to be a meteorite that crashes into the ocean. After a few days and nights of mysterious lights and noises, a giant machine comes out of the ocean. The machine is the creation of an alien race, that is trying to syphon energy from earth. A true classic, in that it is so different from anything in the time period. To this day, nothing else has come out like it.",1.016803,/2dUpeca1xftWZS27rWtgnQuiHe6.jpg,1957-04-01,Kronos,False,5.8,8,1957,1950
96,18,False,/4uSIWIRcoQ9Nmn2sxPcxu9p069r.jpg,[878],26155,en,The Invisible Boy,A Super Computer plans world domination with the help of Robbie the robot and a 10 year old boy who is the son the computer's inventor.,1.012595,/qUTY3vFx8F6rFAzjaSvp6u0KmQR.jpg,1957-10-01,The Invisible Boy,False,5.0,7,1957,1950
97,19,False,/vMiQCr0JqoimUzSRVQan0wwOzKc.jpg,[878],30299,en,The 27th Day,"Five individuals from five nations, including the ""Superpowers,"" USA, USSR, and China, suddenly find themselves on an alien spacecraft. An alien gives each a container holding capsules. No power on earth can open a given container except a mental command from the person to whom it is given. Each person has been provided with the power of life and death.",1.010526,/fPC3NigSRooHKMCuBcHixuFuf5O.jpg,1957-01-07,The 27th Day,False,6.2,6,1957,1950
98,0,False,/3EDsaGJdplXKO2jO0YACUIvy7FS.jpg,[878],43241,en,The Amazing Colossal Man,"Lt. Col. Glenn Manning is inadvertently exposed to a plutonium bomb blast and although he sustains burns over 90% of his body, he survives. Then he begins to grow, but as he grows he starts losing his mind. By the time he stops he is 50 ft tall, insane and is on the rampage.",1.007331,/nM1fsx5xUmW7Pt6nNt4tCUvTAPR.jpg,1957-10-25,The Amazing Colossal Man,False,4.4,10,1957,1950
99,1,False,/bU4r8gusnVW60YN7aSbwuNezKT6.jpg,"[12, 14, 878]",43716,en,The Land Unknown,"Navy Commander Hal Roberts is assigned to lead an expedition to Little America in Antartica to investigate reports of a mysterious warm water inland lake discovered a decade earlier. His helicopter and its small party, including beautiful reporter Maggie Hathaway, is forced down into a volcanic crater by a fierce storm. They find themselves trapped in a lush tropical environment that has survived from the Mesozoic Era. Fighting carnivorous plants, dinosaurs, and a limited time window, they struggle to survive and repair the helicopter, their only means of escape. They are both helped and hindered by Dr. Carl Hunter, a megalomaniac survivor of an earlier expedition, who has learned to adapt to the hostile environment. (copied from IMDB)",1.006822,/mka9TPkSG9jUMKoK8Qq6C5YgarU.jpg,1957-08-01,The Land Unknown,False,6.6,8,1957,1950
100,2,False,/baPv5l14YUrSqnvtGPsK2doeB9s.jpg,"[878, 27, 18, 14]",43228,en,I Was a Teenage Werewolf,"A meat-eating teenager (Michael Landon) sees a psychiatrist (Whit Bissell), who only makes things worse.",1.006615,/pazF4fBJM1VPXeMkhAGNjso1ZWd.jpg,1957-06-19,I Was a Teenage Werewolf,False,5.2,11,1957,1950
101,3,False,/v01Sodd479xFrlZqCOPE7xQDGId.jpg,[878],66918,en,Beginning of the End,"An attractive reporter investigating the mysterious destruction of an Illinois town stumbles upon a secret government laboratory conducting radiation experiments on vegetables. The lead scientist is eager to help find out what happened. Together they discover that giant grasshoppers are behind the devastation. Worse yet, thousands of them are headed toward Chicago! Can they be stopped... or is this the BEGINNING OF THE END?",1.002888,/uPLhC09RiaZVPCchuwduzm7Q7my.jpg,1957-06-28,Beginning of the End,False,3.9,10,1957,1950
102,4,False,/t4eakfxvy34p9nqP9rectxlKtpg.jpg,"[27, 878]",43249,en,The Cyclops,"A test pilot is missing and a search party is sent out in the jungles of Mexico; however, while searching they uncover a monster in the jungle who became this way due to a dose of radioactivity.",1.002419,/1RxNPOTQKXLAuj2tONs7VVNPOfS.jpg,1957-07-28,The Cyclops,False,4.3,4,1957,1950
