,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
0,False,/AvYDpn52RVu9bRfbtVka9mpyYOt.jpg,"[53, 27, 878]",1678,ja,ゴジラ,"Japan is thrown into a panic after several ships explode and are sunk near Odo Island. An expedition to the island led by paleontologist Professor Kyohei Yemani soon discover something more devastating than imagined in the form of a 164 foot tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.",2.604126,/qGTJmSFytUDBtbJ7jFSYdQF1lNM.jpg,1954-11-03,Godzilla,False,6.7,152
1,False,/q6U0bHOWjD0F1fuzhNoH2a2ARr9.jpg,"[27, 9648, 878]",11071,en,Them!,Nuclear tests in the desert result in the growth of gigantic mutant ants who menace cities in the American south-west as a team of investigators and the army search for a way to control their spread in this Cold War-era monster film.,1.84608,/ndYEgAzS01AlrUr4yetiJYOVMz1.jpg,1954-06-16,Them!,False,6.9,92
2,False,/jUfk0M6RQEJngy89afkAqxlASeI.jpg,"[12, 18, 878]",173,en,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",1.661457,/zANct2xGMgj6qZbCBetYfeOaFP.jpg,1954-12-23,"20,000 Leagues Under the Sea",False,6.8,128
3,False,/qNYG1cUHjFzSnkag3UNsWPxUMx1.jpg,[878],24212,en,Devil Girl from Mars,"An uptight, leather-clad female alien, armed with a raygun and accompanied by a menacing robot, comes to Earth to collect Earth's men as breeding stock",1.264081,/8L8gcfjM6vnRnYOig6GDOxADU7A.jpg,1954-05-01,Devil Girl from Mars,False,3.5,6
4,False,/kPhQN685slqtnhnFA7DuGe1ty2f.jpg,"[53, 878]",63333,en,Gog,A mechanical brain is programmed to sabotage the government's secret lab while working on the first space station.,1.214214,/beMHrXHnf2UC3AF05R1KggJlRGf.jpg,1954-06-04,Gog,False,5.8,10
5,False,/wIP9NCL6x1fc5pmADRcCQMNzGjA.jpg,"[12, 27, 878]",10973,en,Creature from the Black Lagoon,"A scientific expedition searching for fossils along the Amazon River discover a prehistoric Gill-Man in the legendary Black Lagoon. The explorers capture the mysterious creature, but it breaks free. The Gill-Man returns to kidnap the lovely Kay, fiancée of one of the expedition, with whom it has fallen in love.",1.200925,/orajV4DCNheoRYrhriyKWlFWiGg.jpg,1954-03-05,Creature from the Black Lagoon,False,6.7,122
6,False,/bydSnD5Z7EFtsvlRLvZUKFtIg2L.jpg,"[878, 27]",29057,en,Monster from the Ocean Floor,"Julie, an American on vacation in Mexico, spots a giant, one-eyed amoeba rising from the ocean, but when she tries to tell the authorities, no one believes her. She finally teams up with a marine biologist in an attempt to destroy it.w found.",1.087904,/nmPGKjYn9oESdySlgp9aykYwvbf.jpg,1954-05-21,Monster from the Ocean Floor,False,4.3,3
7,False,/7Y9d3fpRw4K9ytuhs2eTCXIr2mJ.jpg,[878],31042,en,Target Earth,"Giant robots from Venus invade Chicago. Stranded in the deserted city are Frank and Nora (who has recently attempted suicide). They meet a celebrating couple at a café, Vicki Harris and Jim Wilson. The quartet escape the robot patrol and take refuge in a large hotel. There, they encounter a new danger in Davis, a psychopathic killer.",1.079005,/esNy3MrV5GKDB9NshNiH7pEQkJY.jpg,1954-11-07,Target Earth,False,6.4,8
8,False,/bazgZ0QN0nlnslkNuahz9i6xxTQ.jpg,"[18, 878]",78852,en,1984,A man who works for 'The Party' (an all powerful empire led by a man known only as 'Big Brother') begins to have thoughts of rebellion and love for a fellow member. Together they look to help bring down the party.,1.062948,/cr8JL4Pb1VJgNPZQB80LwkHnKA4.jpg,1954-12-12,Nineteen Eighty-Four,False,7.1,6
9,False,/zQxi9n7Mvy1Wlv6CeJOjnXrbNdi.jpg,"[35, 27, 878]",89725,en,The Bowery Boys Meet the Monsters,"Slip, Sach and the rest of the Bowery Boys enter a haunted house, where they engage in slapstick with a gorilla, a robot and a vampire",1.05241,/3RbZh95HdAfnvAjJuYCFXlVI1CG.jpg,1954-06-06,The Bowery Boys Meet the Monsters,False,4.8,3
10,False,,"[14, 18, 35, 878, 10749]",112049,en,Mad About Men,Flirtatious mermaid Miranda swaps places with a schoolteacher who has gone on holiday. All is well until she falls in love with a human.,1.032387,/553O4nW9m1YbIV74geagAItEs6E.jpg,1954-11-16,Mad About Men,False,5.7,3
11,False,/7qQTGTWNILYTXvd1RxPn2tyAAPt.jpg,"[27, 878]",23045,en,Killers from Space,"Atomic scientist/pilot Doug Martin is missing after his plane crashes on an reconnaissance mission after a nuclear test. Miraculously appearing unhurt at the base later, he is given sodium amethol, but authorities are skeptical of his story that he was captured by aliens determined to conquer the Earth with giant monsters and insects. Martin vows to use existing technology to destroy them.",1.02336,/ynSSmhtGS3HHnRXG9IXmUxPh0YZ.jpg,1954-01-23,Killers from Space,False,3.8,11
12,False,/aWpwC3mKyvK0PQy6oPltuLodXNb.jpg,[878],64071,en,Tobor the Great,"To avoid the life-threatening dangers of manned space exploration, Professor Nordstrom creates highly advanced form of artificial intelligence capable of piloting a starship to other worlds. In order to transmit alien data, the extraordinary robot is infused with a powerful telepathic device that enables it to instantly read and even feel emotions. Danger strikes when a sinister band of covert agents kidnaps Gadge, the professor's 10-year-old grandson. But Gadge has a powerful ally. For he has developed a psychic, emotional bond with his grandfather's robot. And now Gadge's captors must suffer the wrath of his protective friend. They must face a mechanical monstrosity bent on a killing rampage of revenge and destruction.",1.020951,/sP5pNIWbbZgTEd2y5ETyiAw8THN.jpg,1954-09-01,Tobor the Great,False,5.6,5
13,False,/vRi64JRwe6Q8Q4rvtcW4hvULdA6.jpg,"[53, 878]",116210,en,Stranger from Venus,"A stranger turns up at an English country pub and asks to stay, although reveals that he has no money. He even claims to have no name. The police become suspicious when he reveals details about Susan North, a local girl who has gone missing. However, when the police try to take the stranger in for questioning, they find that they are unable to lay their hands on him. Susan then turns up, revealing that she has been in a car crash and how the stranger saved and miraculously healed her. The stranger tells them that he is a visitor from the planet Venus. The authorities block off all exits in and out of the town. The stranger tells government representatives that he wants a meeting with heads of world governments for when his people arrive in their ship in four days time. As they set this up, the stranger discovers that the authorities instead plan to lay a trap to capture his people’s ship – something they do not realise could have disastrous consequences for Earth.",1.001991,/d1EO841PBn1eKgDb5qQ6Unh6Ssy.jpg,1954-08-23,Stranger from Venus,False,5.3,2
14,False,/tdvjM5btoG1UMDKPGLBudcuPBBb.jpg,"[28, 12, 878]",89998,en,Crash of Moons,"A three-part episode from the TV series Rocky Jones, Space Ranger edited together and released as a feature. Season 1 episodes 21, 22, 23.  Episode 21: Rocky saves a space station and his friends when they are trapped between gypsy moons. Episode 22: Cleolanthe tries to destroy one of the gypsy moons with a barrage of missiles. Episode 23: Rocky evacuates the gypsy moon Posetta and stops Cleolanthe's missile barrage.",1.001587,/33wFCdz4wGSDbw39pOuNsd0lLTf.jpg,1954-07-10,Crash of Moons,False,3.0,3
15,False,/i0dRR931o09LBNEZhOG6DLWuUae.jpg,"[35, 878]",115608,en,The Atomic Kid,"A uranium prospector is eating a peanut butter sandwich in the desert where atom bomb tests are being done. He becomes radioactive, and helps the FBI break up an enemy spy ring.",1.000864,/1W8bWnlvDdYfPX99KZtoV8CkYKO.jpg,1954-12-08,The Atomic Kid,False,0.0,0
16,False,/uIVvsx5W0CYsvOrYnMQSCXaju3a.jpg,"[18, 878]",96876,en,Riders to the Stars,Three men gamble their lives in space to change the history of the world,1.000579,/yocbgPCvTOb95nRMbrFyGVFnFTl.jpg,1954-01-14,Riders to the Stars,False,6.9,4
17,False,,"[878, 12]",213519,en,Silver Needle in the Sky,Rocky Jones tries to free the hostages and thwart the plans of the evil Queen Cleolantha.,1.000339,/zAt2q4IPHjsS0T4LYry1C0l9q9d.jpg,1954-01-01,Silver Needle in the Sky,False,4.0,1
18,False,,"[14, 878]",192650,en,Stamp Day for Superman,Superman's commitment to promote US Savings Stamps is temporarily delayed when Lois is kidnapped.,1.000251,/nrxz9bJpV6pYbTOgHy0JUpTEceM.jpg,1954-01-01,Stamp Day for Superman,False,7.0,1
19,False,,"[878, 12]",308119,en,The Gypsy Moon,"Rocky Jones and his buddies happen upon two strange moons orbiting each other. They soon discover that both are inhabited by civilizations at war with each other. Needless to say, Rocky and his crew do their utmost to bring about peace.",1.000246,/k4sa7iNTfHwqd8ztMEumVwQUzJf.jpg,1954-12-25,The Gypsy Moon,False,3.0,1
0,False,/hxCExqYLo5YKrVmGbWDKUaGLQQg.jpg,"[878, 35]",116196,en,The Rocket Man,Wacky complications ensue when a little boy comes into possession of a ray gun that compels anyone caught in its beam to tell the truth. He uses it to prevent his orphanage from being shut down by creditors and to help a cute couple fall in love.,1.000237,/aiKhVw53Miwgzx0M87HVgcUrjpa.jpg,1954-04-01,The Rocket Man,False,0.0,0
1,False,/qJILp7ud2jkSQ2PTfaj1qBA06V4.jpg,"[27, 878]",41030,en,The Snow Creature,"A botanical expedition to the Himalayas captures a Yeti and brings it back alive to Los Angeles, where it escapes and runs amok, seeking food.",1.000226,/fvvfa8oE3G8CrdXrshWzWxPgEYE.jpg,1954-11-01,The Snow Creature,False,3.4,5
2,False,/9F8YZ1GKWntcwTr7cWX72cjePSl.jpg,"[878, 53, 9648]",271833,en,Tomei ningen,"A car strikes an unseen object; blood spreads from an invisible source which becomes visible as the bleeding man dies. He carries with him a suicide note dedicated to his only friend, who is also an invisible man. An eager young reporter tracks down Takemitsu Nanjo, a war veteran who makes his living visibly, painting his face like a clown's and carrying advertising signs. His favorite neighbor is a little blind girl whose mother is running afoul of local gangsters. The gangsters have been terrorizing the city as ""the invisible gang,"" wrapping themselves up in scarves and trenchcoats so as to be visible to their victims, even though they are supposed to be invisible underneath. Once they discover Nanjo, who is defending his only friends, they beat him and leave him for dead.",1.000175,/iQ8gwPRF479YrgtK8YzEoTxEtpE.jpg,1954-12-29,Invisible Avenger,False,0.0,0
3,False,,"[878, 12]",424387,en,Child's Play,Family sci-fi adventure,1.000146,,1954-01-01,Child's Play,False,0.0,0
4,False,,"[18, 53, 80, 878, 10769]",94164,en,The Diamond Wizard,"While in London trying to nab several fugitives who stole a million dollars from a U.S. Treasury vault, American federal agent Dennison (Dennis O'Keefe) assists Scotland Yard Insp. McClaren (Philip Friend) in his search for a missing atomic scientist (Paul Hardtmuth). The detective duo discovers that the key to solving both cases may rest with the scientist's daughter (Margaret Sheridan) and her fascinating diamond.",1.000143,/3462vzvhbPfHq2CJPmQLWZ2NToS.jpg,1954-04-01,The Diamond Wizard,False,0.0,0
0,False,/pC9aW4Ljth1ULgWbeG2dzwOL9PZ.jpg,"[27, 878]",29959,en,It Came from Beneath the Sea,"A Giant Octopus, whose feeding habits have been affected by radiation from H-Bomb tests, rises from the Mindanao Deep to terrorize the California Coast.",1.219528,/wTFPbEWY1zQxU92qCl8Exx3WpKS.jpg,1955-07-01,It Came from Beneath the Sea,False,5.2,17
1,False,/faHHzaP2o32C2aaWhqy1Jhb1hww.jpg,"[28, 12, 878]",70923,en,Tayna Dvukh Okeanov,"The enemy agents from an unknown nation have secret automated facilities set up in the Atlantic and Pacific oceans for the purposes of sinking ships. The super submarine ""Pioneer"" and it's intrepid crew is dispatched to find the source of these mysterious sinking's...Unknown to the captain, his chief engineer is working for the bad guys, intent on stopping their efforts, at any cost...It seems the real chief had a twin brother who was a circus acrobat who murdered and replaced him.",1.212832,/29GcyQCSaaxMQrAnw40iHqbeowG.jpg,1955-05-05,The Secret of Two Oceans,False,5.5,2
2,False,/ccjSeVoh3ZPXoiFSkFmZZM1HmsC.jpg,"[27, 878, 53]",9077,en,Tarantula,A spider escapes from an isolated desert laboratory experimenting in giantism and grows to tremendous size as it wreaks havoc on the local inhabitants.,1.208794,/9KGnA6b2fHYZzvK29TOeaBiMb1A.jpg,1955-12-14,Tarantula,False,6.2,51
3,False,/5LKmQX9SVB3IAIkOZfxS1FHudQe.jpg,"[27, 878]",40761,en,Revenge of the Creature,"The Creature from the Black Lagoon is back! This time he's captured by scientists and transported to an aquarium in south Florida. Naturally, he's attracted to the lovely female scientist and manages to escape and kidnap her, heading to Jacksonville, presumably to catch a Jaguars game.",1.196055,/bbZF4Ip7JvWJoNRntG6WhOpJ6GL.jpg,1955-07-22,Revenge of the Creature,False,5.7,21
4,False,/3puBH61IH4MZgwIwpMY9CE7x6FL.jpg,"[27, 878, 53]",24580,en,The Quatermass Xperiment,"Professor Bernard Quatermass is in charge of a rocket mission that has gone awry. They lose contact with the spaceship and have no idea how far into space it may have traveled. When the rocket crash lands they find that only one of the three occupants, Victor Carroon, is on board; the others have simply vanished. Slowly, the surviving astronaut begins to transform into a deadly creature.",1.175167,/wm37lYM2fbvySNzhFzz7XLIYPYN.jpg,1955-08-26,The Quatermass Xperiment,False,6.5,37
5,False,/r9IybbpoLnCaiRkBVBEC7XU4mTN.jpg,"[9648, 12, 878, 27, 53]",831,en,This Island Earth,Aliens have landed and are hiding on planet earth. They need the earth’s scientists to help them fight a war between planets. A science fiction B-movie from the 1950’s that stands out from the rest and has since gained cult status.,1.169781,/dNNZSjrWWwgllcYtQCeo0M5FPdp.jpg,1955-06-01,This Island Earth,False,5.8,39
6,False,/8enTqIqDjZBL2vxjAF5Ny91LxoJ.jpg,"[28, 878, 27]",1679,ja,Gojira no Gyakushū,"In a hastily produced sequel to the classic ""Gojira"", two pilots race back to Japan to inform the government that two giants monsters are on the loose. Soon, the two monsters arrive in Osaka where they resume their battle.",1.158999,/hz7qYQiYqxItCDgYGW4Q8GqLEGS.jpg,1955-04-24,Godzilla Raids Again,False,5.9,23
7,False,/uAhfAibtOmWhyXGMrSj6OKueRQ0.jpg,"[80, 27, 878, 53]",35919,en,Creature with the Atom Brain,A gangster enlists a mad Nazi scientist to create an army of atomic zombies.,1.154389,/elQRBB7j9Ew69F2j5oVK8WncROP.jpg,1955-07-01,Creature with the Atom Brain,False,5.3,7
8,False,/4RBvIhUp11gVWxn1aut3xOgkaXO.jpg,[878],25952,en,Conquest of Space,"A team of American astronauts leave their space station on the first mission to Mars, but the captain's religious beliefs may get in the way.",1.147316,/kL43ydh8W2GqYJWFvui8O2LDOcg.jpg,1955-04-20,Conquest of Space,False,5.1,7
9,False,/zFr3hJ9Bxe3OrZ0ETdQWMVx18Lj.jpg,"[27, 878]",36489,en,Bride of the Monster,Dr. Varnoff captures twelve men for his experiment: to turn them into supermen using atomic energy. Newspaperwoman Lawton gets too snoopy for her own good.,1.089603,/sV4aImhMlxfd2ncomtxFAns3RC8.jpg,1955-05-11,Bride of the Monster,False,4.3,20
10,False,/bPsxtYFv7vMSLwDAAEH74Q3mIHv.jpg,"[27, 878]",29058,en,The Beast with a Million Eyes,An alien space craft lands in the desert. The alien takes over the minds of some of the local humans and animals and is able to see through them. The animals attack and the terror begins.,1.053613,/4n6qQv09ktfYFxYRZg9NajjZjQ9.jpg,1955-06-15,The Beast with a Million Eyes,False,3.0,6
11,False,,"[878, 53]",299474,en,Görünmeyen Adam İstanbul'da,H.G. Well’s popular creation gets a Turkish reworking in this fascinating account about a scientist who becomes the invisible man to track down his wife’s killer. Written by Vasillis ‘Bill’ Barounis,1.038835,/7QJ73glqoKkFSmQxpsK3RPNg62V.jpg,1955-01-01,The Invisible Man in Istanbul,False,0.0,0
12,False,/dw6mbrIrk6hGdem25twrMPxNr3z.jpg,"[878, 16, 35]",84591,en,Jumpin' Jupiter,"A strange alien captures Porky Pig and Sylvester's entire campsite as a sample to take back to its planet, but only Sylvester figures out what is really going on.",1.024361,/as0tLIehk7Nr8WrqsjfbcHGioKZ.jpg,1955-08-06,Jumpin' Jupiter,False,6.5,2
13,False,/yixhQgLu3ObwyaFguYMf10D00YU.jpg,[878],102416,en,Timeslip,An atomic scientist is found floating in a river with a bullet in his back and a radioactive halo around his body. The radioactivity has put him seven-and-a-half seconds ahead of us in time. He teams up with a reporter to stop his evil double from destroying his experiments in artificial tungsten.,1.015768,/m7DNP1HipBSVsTuvUDict7lRpp4.jpg,1955-11-01,Timeslip,False,5.7,3
14,False,/z0dDMfTGe4V2wYBNu68STT52JZ2.jpg,"[27, 878]",29062,en,Day the World Ended,"After a nuclear war, an unlikely group of people, including a rancher, a geologist, a crook and his girlfriend, find themselves trapped in the middle of nowhere while battling an ugly mutant created by Paul Blaisdell. The geologist and the crook also find the time to fight over the rancher's daughter, while the moll fumes.",1.004546,/9b0E70FbXHQqDs5cy8yXrjlFSNN.jpg,1955-12-01,Day the World Ended,False,5.3,11
15,False,,"[878, 28]",203527,en,Panther Girl of the Kongo,"Jean Evans of an international wildlife foundation has made herself at home in Africa as the elephant-riding, vine-swinging, miniskirted 'Panther Girl.' On safari to film animals, Jean encounters something really wild; a giant crayfish monster (created by greedy scientist Morgan who, with his henchmen, hopes to scare everyone out of the district, then secretly mine diamonds). Jungle perils aplenty stand between Jean (an active, competent heroine) and her hunter friend Larry and their goal of tracing the 'claw monster' to its source.",1.001625,/nbwOuPbDYTcEhqiBhyJx0DCumrC.jpg,1955-01-03,Panther Girl of the Kongo,False,0.0,0
16,False,/tZ3s1QI0Srji8iIxDaL9INmMf6o.jpg,"[27, 878]",29412,en,"The Phantom from 10,000 Leagues","A marine biology professor is experimenting with atomic power on the sea bottom. As a consequence, a mutated marine monster was created. Negotiations to sell the atomic inventions, and the monster, to a foreign power, are under way.",1.000878,/mXL6cRkEjoyJmG3lBYCqOyfoaAr.jpg,1955-12-01,"The Phantom from 10,000 Leagues",False,4.8,5
17,False,/8bHPYiYvqtmrgLF2IdIN5OIwrW5.jpg,"[878, 27]",171502,ja,Jû jin yuki otoko,A yeti terrorizes people on top of Mount Fuji.,1.000442,/9nb42XqWVWVE58LbBRtVWYZ0lXC.jpg,1955-08-13,Beast Man Snow Man,False,7.0,1
18,False,/qcmPH7QwtWGCjp47tYFBm7dvSoO.jpg,"[35, 878]",371644,en,Uçan daireler Istanbulda,"Turkish sci-fi comedy from 1955. It’s recommended for fans of old Turkish movies and psychotronic cult films. It has a quite different feel than the more familiar superhero films from the country like Kilink Istanbulda, etc. It more closely resembles something like Abbot and Costello On Mars, with the addition of belly dancing. There are leotard-clad female aliens, a Plan 9-style spaceship, a Marilyn Monroe imitator. and a robot made out of a cardboard box. The leader of the female aliens tries her hand at interpretive dance. The plot, or what I can discern of it, involves a club founded by older unattractive wealthy women. The club uses sexy belly dancing to lure men in, then the womenfolk attempt to have their way with them.",1.000233,/sN0kGrw0PLPGEV9MYGOMlKThaZB.jpg,1955-01-01,Flying Saucers Over Istanbul,False,0.0,0
19,False,/5pImr16rKtOyFD2eJaRnICwN2NI.jpg,"[27, 878]",28590,en,King Dinosaur,"Four astronauts in 1960 travel to a planet called Nova that has just entered Earth's solar system. The crew begins to study the planet to see if it's able to withstand a possible Earth colony. After first discovering normal Earth animals such as a kinkajou and an alligator, they soon encounter and battle giant insects, an enormous snake, prehistoric mammals, dinosaurs, and the titular character, King Dinosaur, a Tyrannosaurus Rex. Eventually, the scientists blow up the planet with an atomic bomb, killing all of its inhabitants.",1.000201,/rVI4XE1ggji75ksEUrvG5AB3cZH.jpg,1955-07-17,King Dinosaur,False,1.4,5
0,False,/vNarKyCjIIGDGfO90vz12Yx0j6P.jpg,"[28, 878]",70218,en,Abu Hassan Penchuri,"Abu Hassan is a person who lives on stealing and just wonders about in the city with his dear friend Kassim from one place to another place steling stuff to make a living. One day as they were wondering in the city of Baghdad, they were stunned at the beauty of Princess Faridah who passed by escorted by her bodyguards.  Abu Hassan dreamt that one day he could marry her. He was so into her that he wanted to meet her but impossibly enough the whole palace was guarded tightly and there was surely no way in. But his dream came true when he stole a magic cane. How far will he go with his dream of meeting the Princess?",1.000179,/lLsTOstlADKLrtfWPZTJeOeBADu.jpg,1955-05-02,Abu Hassan Penchuri,False,0.0,0
1,False,,"[53, 878, 27]",359102,en,Quatermass II,"Originally broadcast by the BBC in 1995 in six parts, each lasting 30 minutes.  The serial sees Professor Bernard Quatermass of the British Experimental Rocket Group being asked to examine strange meteorite showers. His investigations lead to his uncovering a conspiracy involving alien infiltration at the highest levels of the British Government. As even some of Quatermass's closest colleagues fall victim to the alien influence, he is forced to use his own unsafe rocket prototype, which recently caused a nuclear disaster at an Australian testing range, to prevent the aliens from taking over mankind.",1.000179,/1x0Rvv71beWUiKiPlHthBCavYQk.jpg,1955-10-21,Quatermass II,False,6.0,1
2,False,,"[10402, 35, 878]",116205,en,Carolina Cannonball,"Judy and her grandpa run a trolley between a train depot and a ghost town in Nevada, near the California border. Three spies intent of tracking down an atomic missile gone astray arrive. When the trolley breaks down, Judy and Grandpa unwittingly install the engine from the nearby crashed missile.",1.000169,/rHKKyp0nMZXTu4gI9eBoauHFJc2.jpg,1955-01-28,Carolina Cannonball,False,0.0,0
3,False,,"[878, 99]",205188,en,Man In Space,"With a combination of documentary footage and animation, the science and history of rockets, and the effects of space travel on man are illustrated.",1.000166,/xfjs3q4rnTAjN780hqnX0e9wAV4.jpg,1955-03-09,Man In Space,False,6.0,1
4,False,,"[16, 878, 35]",235389,en,Red White and Boo,"Through the use of a Time Machine, Casper the Friendly Ghost gets transported back in time, In the stone-age, Casper frightens cave-men and women. Robert Fulton's steamboat makes a successful first trip when Casper's ghostly form frightens it into action. Casper assists Paul Revere on his famous ride when Revere's horse, frightened by Casper, ceases to balk and breaks into a gallop. George Washington, crossing the Delaware River, is sped up by Casper's appearance, and Casper becomes a hero by besting the British Redcoats.",1.000152,,1955-10-20,Red White and Boo,False,0.0,0
0,False,/eTxgy8eROB5Ly7ZXKLukQoF6tKl.jpg,"[27, 878]",11549,en,Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,2.237905,/4oj0G2Zr6tQKBDOzKaLuefdeBsG.jpg,1956-02-05,Invasion of the Body Snatchers,False,7.2,227
1,False,/odlicr9rjMqY3iSdZNVNjuoAGb5.jpg,[878],830,en,Forbidden Planet,Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.,1.846394,/qdH1Fm5vl1DAjXNHPmRZ4yEiUgM.jpg,1956-03-15,Forbidden Planet,False,7.2,190
2,False,/tM6PeD6pKCxgTTmXMGJ4ca97KV9.jpg,"[28, 878]",18158,en,Earth vs. the Flying Saucers,"After aliens fail to effectively manage their time-space communications devices and botch an attempt to contact rocket scientist Dr. Russell Marvin and his charming wife Carol, they start to destroy Earth targets, suck the knowledge out of military brains, and issue ultimatums. Fortunately, Dr. Marvin and his fellow scientists have a few tricks of their own.",1.607009,/2uZiDKBAfBYGvJwJDgFaeY3szSh.jpg,1956-07-04,Earth vs. the Flying Saucers,False,5.9,34
3,False,/kb0fjfwNgloEo9Lk8duZ43ZQ7Q4.jpg,"[18, 878]",1984,en,1984,1984 is the first feature film based on George Orwell’s novel 1984.,1.504959,/6DMod5ExRqWNh3G7udU3ZgmOvy2.jpg,1956-03-06,1984,False,6.9,15
4,False,/uZsB5hHrGuJAcQ8s9zCTb5zvE3Y.jpg,"[27, 878, 53]",27625,en,It Conquered the World,An alien from Venus tries to take over the world with the help of a disillusioned human scientist.,1.1945,/tVJFcfYX5XzKMDSRtjGQdznEaq1.jpg,1956-07-14,It Conquered the World,False,3.8,9
5,False,/xRgbS6GqgO6SAjM2DpKJ6H6iKh8.jpg,"[27, 878]",19742,ja,空の大怪獣ラドン,"When a village is besieged by giant caterpillars, a more horrifying discovery is made in their underground home...a giant flying creature that resembles the prehistoric pterodactyl. Soon after, a second Rodan appears and the two monsters begin to destroy Japan.",1.174399,/iqs54k0C3yJiLULg6XtB99U9xoO.jpg,1956-12-26,Rodan,False,5.5,17
6,False,/2n1jBterHRZGcEpULa6wPQC4CvZ.jpg,"[27, 878]",39408,en,The Creature Walks Among Us,"The third film in The ""Creature From The Black Lagoon"" franchise sees the Gill Man turned into an air-breather by a mad scientist.",1.131106,/duBLFAtlcCt2HzsouxR8XGWTBgS.jpg,1956-04-26,The Creature Walks Among Us,False,5.4,11
7,False,/5opq3usPVRkA4NK5zJw1FgUSl2D.jpg,"[878, 27]",18983,en,"Godzilla, King of the Monsters!","A 400-foot  dinosaur-like beast attacks Tokyo. Filmed in 1954 as Gojira, this grandaddy of all Japanese giant-reptile epics was picked up for American distribution two years later, at which time several newly filmed inserts, featuring Raymond Burr as reporter Steve Martin, were edited into the original footage.",1.114535,/5ylNxgm5CusO7iQ4veMYgSDTUW5.jpg,1956-04-27,"Godzilla, King of the Monsters!",False,7.0,37
8,False,/2B0LaNlwqTqYKnKZ4g2z0Hz5UUN.jpg,"[878, 27]",28437,en,The Black Sleep,A brain surgeon's experiments create a race of deadly freaks.,1.090941,/lFj9UXsT45qAHAtu4kiFg5072Bl.jpg,1956-06-15,The Black Sleep,False,6.5,9
9,False,/qND29FxcslMT05bUdraPAfNlLsc.jpg,"[80, 878, 27]",48385,en,Indestructible Man,"Scientific experiments accidentally revive an executed criminal and make him impervious to harm, prompting him to seek revenge on his former partners.",1.081885,/4Q4Ft6xUUkvFALH4dgY8am5aCX.jpg,1956-03-24,Indestructible Man,False,5.0,6
10,False,/9RpPbQLR5NjsGjKgYV0Q7YWVFAw.jpg,[878],75506,en,World Without End,"Four astronauts returning from mankind's first mission to Mars enter a time warp and crash on a 26th Century Earth devastated by atomic war. Our heroes meet with hideous mutant cavemen, giant spiders, love-struck beauties in short dresses, and jealous old geezers in sparkly skullcaps as they struggle to save humanity and build a new world.",1.081331,/cueVPcYykcK1ZklvRSqsbOp9DFH.jpg,1956-03-25,World Without End,False,5.6,8
11,False,/solZwubnYTOmchElTcVRCWK6pbO.jpg,"[878, 27, 35]",43309,en,The Gamma People,An American reporter smells a story when he is stranded in an Iron Curtain country where the local dictator is using gamma rays to transform children into mutated henchmen.,1.071764,/rMa5CRq8CGC9Q4tMkUbhM0yFMnM.jpg,1956-12-01,The Gamma People,False,6.2,3
12,False,/7zEROj4ZlAa2ZZd9K5u6i88HJHT.jpg,[878],31984,en,Satellite in the Sky,"A bomb dooms the first space satellite, manned by a selfless crew, a stowaway reporter (Lois Maxwell) and a mad scientist (Donald Wolfit).",1.071724,/9BBhiKx613ecnGOI6Uxny7yAvVX.jpg,1956-07-21,Satellite in the Sky,False,5.3,4
13,False,/hcQooF44BCjm5r1JGZxsr8VwYJi.jpg,"[12, 14, 27, 878]",41516,en,The Mole People,A party of archaeologists discovers the remnants of a mutant five millennia-old Sumerian civilization living beneath a glacier atop a mountain in Mesopatamia.,1.063012,/9ozw07YVow3hAZoFg5CloP8U3CM.jpg,1956-12-01,The Mole People,False,4.5,11
14,False,/y7FF7zv8745LXYHhwXUzqzoY2sQ.jpg,"[27, 878, 9648]",26865,en,X: The Unknown,"After a mysterious explosion leaves a large fissure in the ground, two young boys are confronted by an unknown phenomenon that inflicts severe radiation burns on one of them. There follows a spate of attacks at radiation establishments as the inexplicable life-form plunders radium stores. Dr Royston, an expert in atomic research, is brought in to explain and curtail the activities of this alien creature before it causes disaster.",1.059359,/yr2qWWNwsTTKwAgfTFgdDHBfprB.jpg,1956-09-21,X: The Unknown,False,5.7,23
15,False,/c6Xk5N3SJ69LROevKJpefase4Xw.jpg,[878],31280,en,Fire Maidens of Outer Space,An astronaut (Anthony Dexter) and crew land on Jupiter's 13th moon and find a monster and women from Atlantis.,1.02208,/cITwrutRePXugZ2lv9kWkiTpMmp.jpg,1956-07-01,Fire Maidens of Outer Space,False,2.2,7
